difficulty,question,pronunciation,answers,correct
JLPT N2,コレクション,collection,"① 컬렉션,수집","① 컬렉션,수집"
JLPT N2,此等·是等,これら,"① 이들,이것들","① 이들,이것들"
JLPT N2,紺,こん,"① 감색 (=동의어紺色<こんいろ>)","① 감색 (=동의어紺色<こんいろ>)"
JLPT N2,コンクール,(프랑스어) concours,"① 콩쿠르,경연 대회","① 콩쿠르,경연 대회"
JLPT N2,コンクリート,concrete,"① 콘크리트","① 콘크리트"
JLPT N2,混合,こんごう,"① 혼합,서로 섞임","① 혼합,서로 섞임"
JLPT N2,コンセント,consentric plug,"① 콘센트","① 콘센트"
JLPT N2,献立,こんだて,"① 식단,메뉴\n② 준비","① 식단,메뉴\n② 준비"
JLPT N2,困難,こんなん,"① 곤란","① 곤란"
JLPT N2,今日,こんにち,"① 금일,오늘\n② 오늘날,요즘","① 금일,오늘\n② 오늘날,요즘"
JLPT N2,婚約,こんやく,"① 혼약,약혼","① 혼약,약혼"
JLPT N2,差,さ,"① 차이,차등\n② 뺄셈의 답","① 차이,차등\n② 뺄셈의 답"
JLPT N2,サークル,circle,"① 서클\n② 동호회,동인회","① 서클\n② 동호회,동인회"
JLPT N2,際,さい,"① 때,기회","① 때,기회"
JLPT N2,在学,ざいがく,"① 재학","① 재학"
JLPT N2,採算,さいさん,"① 채산","① 채산"
JLPT N2,財産,ざいさん,"① 재산","① 재산"
JLPT N2,採集,さいしゅう,"① 채집","① 채집"
JLPT N2,催促,さいそく,"① 재촉,독촉","① 재촉,독촉"
JLPT N2,さいちゅう·最中,さいちゅう,"① 한창,한창 때 (=동의어まっさかり)","① 한창,한창 때 (=동의어まっさかり)"
JLPT N2,災難,さいなん,"① 재난 (=동의어災<わざわ>い)","① 재난 (=동의어災<わざわ>い)"
JLPT N2,裁判,さいばん,"① 재판","① 재판"
JLPT N2,裁縫,さいほう,"① 재봉,바느질","① 재봉,바느질"
JLPT N2,材木,ざいもく,"① 재목,목재","① 재목,목재"
JLPT N2,サイレン,サイレン,"① 사이렌,호적","① 사이렌,호적"
JLPT N2,幸い,さいわい,"① 행복,다행","① 행복,다행"
JLPT N2,境·界,さかい,"① 경계\n② 갈림길,기로","① 경계\n② 갈림길,기로"
JLPT N2,逆さ,さかさ,"① 거꾸로,뒤집힌 (さかさま의 준말)","① 거꾸로,뒤집힌 (さかさま의 준말)"
JLPT N2,逆様·倒,さかさま,"① 거꾸로 됨,반대로 됨,역(逆)  (=동의어さかさ·ぎゃく)","① 거꾸로 됨,반대로 됨,역(逆)  (=동의어さかさ·ぎゃく)"
JLPT N2,遡る·溯る,さかのぼる,"① 거슬러 올라가다\n② 과거사를 더듬다","① 거슬러 올라가다\n② 과거사를 더듬다"
JLPT N2,酒場,さかば,"① 술집,주점","① 술집,주점"
JLPT N2,逆らう,さからう,"① 거스르다\n② 거역하다,반항하다","① 거스르다\n② 거역하다,반항하다"
JLPT N2,盛り,さかり,"① 한창…때","① 한창…때"
JLPT N2,先程,さきほど,"① 아까,조금 전","① 아까,조금 전"
JLPT N2,索引·索隠,さくいん,"① 색인,인덱스 (=동의어インデックス)","① 색인,인덱스 (=동의어インデックス)"
JLPT N2,削除,さくじょ,"① 삭제","① 삭제"
JLPT N2,作成,さくせい,"① 작성","① 작성"
JLPT N2,作物,さくもつ,"① 작물,농작물","① 작물,농작물"
JLPT N2,探る·捜る,さぐる,"① 뒤지다,더듬어 찾다\n② 탐지하다,살피다","① 뒤지다,더듬어 찾다\n② 탐지하다,살피다"
JLPT N2,酒,さけ,"① 술","① 술"
JLPT N2,支える,ささえる,"① 버티다,떠받치다\n② 유지하다,지탱하다","① 버티다,떠받치다\n② 유지하다,지탱하다"
JLPT N2,囁く,ささやく,"① 속삭이다,소곤거리다","① 속삭이다,소곤거리다"
JLPT N2,刺さる,ささる,"① 박히다,꽂히다,찔리다","① 박히다,꽂히다,찔리다"
JLPT N2,匙,さじ,"① 숟가락,수저","① 숟가락,수저"
JLPT N2,座敷,ざしき,"① 다다미방,객실\n② 잔치,연회","① 다다미방,객실\n② 잔치,연회"
JLPT N2,差(し)支え,さしつかえ,"① 지장,지장되는 일 (=동의어さしさわり)","① 지장,지장되는 일 (=동의어さしさわり)"
JLPT N2,刺(し)身,さしみ,"① 생선회","① 생선회"
JLPT N2,遉·流石,さすが,"① 과연,역시","① 과연,역시"
JLPT N2,札,さつ,"① 지폐","① 지폐"
JLPT N2,撮影,さつえい,"① 촬영","① 촬영"
JLPT N2,雑音,ざつおん,"① 잡음,소음","① 잡음,소음"
JLPT N2,早速,さっそく,"① 즉시,곧,바로 (=동의어すぐ)","① 즉시,곧,바로 (=동의어すぐ)"
JLPT N2,雑談,ざつだん,"① 잡담,수다","① 잡담,수다"
JLPT N2,扠·扨·偖·却説,さて,"① 막상,정작\n② 그런데,그럼\n③ 자","① 막상,정작\n② 그런데,그럼\n③ 자"
JLPT N2,砂漠·沙漠,さばく,"① 사막","① 사막"
JLPT N2,錆·銹,さび,"① 녹","① 녹"
JLPT N2,錆びる,さびる,"① 녹슬다\n② 쉰 듯한 차분하게 가라앉은 목소리","① 녹슬다\n② 쉰 듯한 차분하게 가라앉은 목소리"
JLPT N2,座布団·座蒲団,ざぶとん,"① 방석","① 방석"
JLPT N2,差別,さべつ,"① 차별","① 차별"
JLPT N2,作法,さほう,"① 예의범절","① 예의범절"
JLPT N2,様様,さまざま,"① 여러 가지,가지각색","① 여러 가지,가지각색"
JLPT N2,妨げる,さまたげる,"① 방해하다,지장을 주다","① 방해하다,지장을 주다"
JLPT N2,左右,さゆう,"① 좌우,곁,측근\n② 좌우함,좌지우지함","① 좌우,곁,측근\n② 좌우함,좌지우지함"
JLPT N2,更に,さらに,"① 그 위에,더욱더\n② 다시,거듭","① 그 위에,더욱더\n② 다시,거듭"
JLPT N2,騒がしい,さわがしい,"① 시끄럽다,소란스럽다","① 시끄럽다,소란스럽다"
JLPT N2,爽やか,さわやか,"① 시원한,상쾌한,산뜻함","① 시원한,상쾌한,산뜻함"
JLPT N2,参考,さんこう,"① 참고","① 참고"
JLPT N2,酸素,さんそ,"① 산소","① 산소"
JLPT N2,産地,さんち,"① 산지","① 산지"
JLPT N2,サンプル,sample,"① 샘플,표본","① 샘플,표본"
JLPT N2,山林,さんりん,"① 산림,산과 숲","① 산림,산과 숲"
JLPT N2,明明後日,しあさって,"① 글피","① 글피"
JLPT N2,シーズン,season,"① 시즌,시기,계절","① 시즌,시기,계절"
JLPT N2,シーツ,sheet,"① 시트","① 시트"
JLPT N2,ジーンズ,jeans,"① 청바지,진","① 청바지,진"
JLPT N2,自衛,じえい,"① 자위","① 자위"
JLPT N2,四角,しかく,"① 사각형,네모\n② 딱딱한,고지식한","① 사각형,네모\n② 딱딱한,고지식한"
JLPT N2,直に,じかに,"① 직접","① 직접"
JLPT N2,然も·而も,しかも,"① 게다가,심지어\n② …했음에도 불구하고","① 게다가,심지어\n② …했음에도 불구하고"
JLPT N2,時期,じき,"① 시기\n② 때,계절\n③ 기간","① 시기\n② 때,계절\n③ 기간"
JLPT N2,敷地,しきち,"① 부지","① 부지"
JLPT N2,至急,しきゅう,"① 매우 급히","① 매우 급히"
JLPT N2,頻りに·切りに,しきりに,"① 자꾸만,자주\n② 열심히,몹시","① 자꾸만,자주\n② 열심히,몹시"
JLPT N2,敷く,しく,"① 깔다","① 깔다"
JLPT N2,刺激·刺戟,しげき,"① 자극","① 자극"
JLPT N2,茂る·繁る,しげる,"① 초목이 무성하다,빽빽하다","① 초목이 무성하다,빽빽하다"
JLPT N2,資源,しげん,"① 자원","① 자원"
JLPT N2,思考,しこう,"① 사고,생각","① 사고,생각"
JLPT N2,自殺,じさつ,"① 자살","① 자살"
JLPT N2,持参,じさん,"① 지참","① 지참"
JLPT N2,事実,じじつ,"① 사실,실제","① 사실,실제"
JLPT N2,磁石,じしゃく,"① 자석","① 자석"
JLPT N2,四捨五入,ししゃごにゅう,"① 사사오입,반올림","① 사사오입,반올림"
JLPT N2,始終,しじゅう,"① 시종","① 시종"
JLPT N2,支出,ししゅつ,"① 지출 (↔반의어収入<しゅうにゅう>)","① 지출 (↔반의어収入<しゅうにゅう>)"
JLPT N2,静まる,しずまる,"① 가라앉다,안정되다","① 가라앉다,안정되다"
JLPT N2,姿勢,しせい,"① 자세,태도","① 자세,태도"
JLPT N2,思想,しそう,"① 사상","① 사상"
JLPT N2,子孫,しそん,"① 자손","① 자손"
JLPT N2,死体·屍体,したい,"① 사체,시체","① 사체,시체"
JLPT N2,次第,しだい,"① 차차,점점\n② …하는 대로,…에 따라","① 차차,점점\n② …하는 대로,…에 따라"
JLPT N2,従って·随って,したがって,"① …에 따라서\n② 그러므로,따라서 (=동의어それゆえ·だから)","① …에 따라서\n② 그러므로,따라서 (=동의어それゆえ·だから)"
JLPT N2,自宅,じたく,"① 자택","① 자택"
JLPT N2,下町,したまち,"① 도시의 상업 거리,번화가 (=동의어 down town ダウンターウン)","① 도시의 상업 거리,번화가 (=동의어 down town ダウンターウン)"
JLPT N2,自治,じち,"① 자치,스스로 처리함","① 자치,스스로 처리함"
JLPT N2,質,しつ,"① 질","① 질"
JLPT N2,実感,じっかん,"① 실감","① 실감"
JLPT N2,湿気,しっき,"① 습기 (=동의어しっけ)","① 습기 (=동의어しっけ)"
JLPT N2,実際,じっさい,"① 실제\n② 참으로,정말로","① 실제\n② 참으로,정말로"
JLPT N2,実施,じっし,"① 실시","① 실시"
JLPT N2,実習,じっしゅう,"① 실습","① 실습"
JLPT N2,実績,じっせき,"① 실적,성적,성과","① 실적,성적,성과"
JLPT N2,実に,じつに,"① 실로,참으로,정말","① 실로,참으로,정말"
JLPT N2,執筆,しっぴつ,"① 집필","① 집필"
JLPT N2,実物,じつぶつ,"① 실물","① 실물"
JLPT N2,尻尾,しっぽ,"① 꼬리,꽁무니","① 꼬리,꽁무니"
JLPT N2,失望,しつぼう,"① 실망","① 실망"
JLPT N2,実用,じつよう,"① 실용","① 실용"
JLPT N2,実例,じつれい,"① 실례","① 실례"
JLPT N2,支配,しはい,"① 지배","① 지배"
JLPT N2,芝居,しばい,"① 연극,연기","① 연극,연기"
JLPT N2,数·屢·屢屢,しばしば,"① 자주,누차,종종 (=동의어たびたび)","① 자주,누차,종종 (=동의어たびたび)"
JLPT N2,芝生,しばふ,"① 잔디밭","① 잔디밭"
JLPT N2,地盤,じばん,"① 지반","① 지반"
JLPT N2,痺れる,しびれる,"① 저리다,마비되다","① 저리다,마비되다"
JLPT N2,紙幣,しへい,"① 지폐 (=동의어さつ)","① 지폐 (=동의어さつ)"
JLPT N2,凋む·萎む,しぼむ,"① 시들다,오므라지다","① 시들다,오므라지다"
JLPT N2,絞る,しぼる,"① 물기를 빼다\n② 쥐어짜다\n③ 좁히다","① 물기를 빼다\n② 쥐어짜다\n③ 좁히다"
JLPT N2,資本,しほん,"① 자본","① 자본"
JLPT N2,しまった,しまった,"① 아차,아뿔싸\n② …해 버렸다,…하고 말았다","① 아차,아뿔싸\n② …해 버렸다,…하고 말았다"
JLPT N2,地味,じみ,"① 수수함,칙칙함 (↔반의어 派手<はで>)","① 수수함,칙칙함 (↔반의어 派手<はで>)"
JLPT N2,締(め)切る,しめきる,"① 마감하다\n② 꼭 닫아두다 (閉め切る로 표기)","① 마감하다\n② 꼭 닫아두다 (閉め切る로 표기)"
JLPT N2,しめた,しめた,"① 됐다,앗싸!","① 됐다,앗싸!"
JLPT N2,霜,しも,"① 서리,성에\n② 흰머리","① 서리,성에\n② 흰머리"
JLPT N2,ジャーナリスト,journalist,"① 저널리스트,편집자·기자","① 저널리스트,편집자·기자"
JLPT N2,弱点,じゃくてん,"① 약점 (=동의어欠点<けってん>)","① 약점 (=동의어欠点<けってん>)"
JLPT N2,車掌,しゃしょう,"① 차장","① 차장"
JLPT N2,写生,しゃせい,"① 사생 (=동의어スケッチ)","① 사생 (=동의어スケッチ)"
JLPT N2,借金,しゃっきん,"① 돈을 꿈\n② 꾼 돈,빚","① 돈을 꿈\n② 꾼 돈,빚"
JLPT N2,吃逆·噦り,しゃっくり,"① 딸꾹질","① 딸꾹질"
JLPT N2,シャッター,shutter,"① 셔터\n② 덧문","① 셔터\n② 덧문"
JLPT N2,しゃぶる,しゃぶる,"① 입안에 넣고 핥다 (빨다)","① 입안에 넣고 핥다 (빨다)"
JLPT N2,喋る,しゃべる,"① 재잘거리다,수다떨다\n② (다른 이에게) 말하다","① 재잘거리다,수다떨다\n② (다른 이에게) 말하다"
JLPT N2,洒落,しゃれ,"① 깔끔함,멋짐\n② 익살,농담","① 깔끔함,멋짐\n② 익살,농담"
JLPT N2,じゃん挙,じゃんけん,"① 가위바위보","① 가위바위보"
JLPT N2,週,しゅう,"① 주,① 주일간 (=동의어ウィーク)","① 주,① 주일간 (=동의어ウィーク)"
JLPT N2,集会,しゅうかい,"① 집회 (=동의어会合<かいごう>)","① 집회 (=동의어会合<かいごう>)"
JLPT N2,収穫,しゅうかく,"① 수확\n② 얻음","① 수확\n② 얻음"
JLPT N2,宗教,しゅうきょう,"① 종교","① 종교"
JLPT N2,集金,しゅうきん,"① 집금,수금","① 집금,수금"
JLPT N2,集合,しゅうごう,"① 집합,모임","① 집합,모임"
JLPT N2,終始,しゅうし,"① 시종,내내,줄곧 (=동의어ずっと)","① 시종,내내,줄곧 (=동의어ずっと)"
JLPT N2,習字,しゅうじ,"① 습자 (=동의어手習<てなら>い)","① 습자 (=동의어手習<てなら>い)"
JLPT N2,修正,しゅうせい,"① 수정","① 수정"
JLPT N2,修繕,しゅうぜん,"① 수선,수리 (=동의어修理<しゅうり>)","① 수선,수리 (=동의어修理<しゅうり>)"
JLPT N2,渋滞,じゅうたい,"① 정체,지체,밀림","① 정체,지체,밀림"
JLPT N2,重大,じゅうだい,"① 중대","① 중대"
JLPT N2,住宅,じゅうたく,"① 주택","① 주택"
JLPT N2,集団,しゅうだん,"① 집단","① 집단"
JLPT N2,絨毯·絨緞,じゅうたん,"① 융단,카펫 (=동의어カーペット)","① 융단,카펫 (=동의어カーペット)"
JLPT N2,執着,しゅうちゃく,"① 집착","① 집착"
JLPT N2,集中,しゅうちゅう,"① 집중,집중하다","① 집중,집중하다"
JLPT N2,重点,じゅうてん,"① 중점,사물의 중요한 점","① 중점,사물의 중요한 점"
JLPT N2,就任,しゅうにん,"취임 (↔반의어退任<たいにん>)","취임 (↔반의어退任<たいにん>)"
JLPT N2,重役,じゅうやく,"① 중역","① 중역"
JLPT N2,終了,しゅうりょう,"① 종료 (↔반의어開始<かいし>)","① 종료 (↔반의어開始<かいし>)"
JLPT N2,重量,じゅうりょう,"① 중량\n② 무게","① 중량\n② 무게"
JLPT N2,重力,じゅうりょく,"① 중력","① 중력"
JLPT N2,主義,しゅぎ,"① 주의","① 주의"
JLPT N2,熟語,じゅくご,"① 숙어","① 숙어"
JLPT N2,主語,しゅご,"① 주어","① 주어"
JLPT N2,取材,しゅざい,"① 취재","① 취재"
JLPT N2,首相,しゅしょう,"① 수상 (=동의어内閣総理大臣<ないかくそうりだいじん>)","① 수상 (=동의어内閣総理大臣<ないかくそうりだいじん>)"
JLPT N2,述語,じゅつご,"① 술어","① 술어"
JLPT N2,出世,しゅっせ,"① 출세","① 출세"
JLPT N2,出張,しゅっちょう,"① 출장","① 출장"
JLPT N2,主役,しゅやく,"① 주역 (↔반의어脇役<わきやく>)","① 주역 (↔반의어脇役<わきやく>)"
JLPT N2,主要,しゅよう,"① 주요","① 주요"
JLPT N2,需要,じゅよう,"① 수요 (↔반의어供給<きょうきゅう>)","① 수요 (↔반의어供給<きょうきゅう>)"
JLPT N2,順,じゅん,"① 순서·차례","① 순서·차례"
JLPT N2,瞬間,しゅんかん,"① 순간","① 순간"
JLPT N2,巡査,じゅんさ,"① 순경,경찰관","① 순경,경찰관"
JLPT N2,順順,じゅんじゅん,"① 차례차례,차차 조금씩","① 차례차례,차차 조금씩"
JLPT N2,順序,じゅんじょ,"① 순서","① 순서"
JLPT N2,純情,じゅんじょう,"① 순정","① 순정"
JLPT N2,純粋,じゅんすい,"① 순수","① 순수"
JLPT N2,順調,じゅんちょう,"① 순조로운","① 순조로운"
JLPT N2,所,しょ,"① 사무소,연구소의 준말\n② 장소","① 사무소,연구소의 준말\n② 장소"
JLPT N2,女,じょ,"① 여 (여자)","① 여 (여자)"
JLPT N2,使用,しよう,"① 사용","① 사용"
JLPT N2,背負う,しょう,"① 짊어지다\n② 떠맡다","① 짊어지다\n② 떠맡다"
JLPT N2,情,じょう,"① 정,감정\n② 사정,실정","① 정,감정\n② 사정,실정"
JLPT N2,障害·障碍·障礙,しょうがい,"① 장애\n② 방해,방해물","① 장애\n② 방해,방해물"
JLPT N2,しょうがない,しょうがない,"① 어쩔수 없다,못 견디겠다 (=동의어仕様<しよう>がない)","① 어쩔수 없다,못 견디겠다 (=동의어仕様<しよう>がない)"
JLPT N2,将棋·将棊,しょうぎ,"① 장기","① 장기"
JLPT N2,蒸気,じょうき,"① 증기","① 증기"
JLPT N2,定規·定木,じょうぎ,"① 자","① 자"
JLPT N2,状況·情況,じょうきょう,"① 상황,정황","① 상황,정황"
JLPT N2,賞金,しょうきん,"① 상금","① 상금"
JLPT N2,障子,しょうじ,"① 장지,미닫이문","① 장지,미닫이문"
JLPT N2,商社,しょうしゃ,"① 상사 (무역회사)","① 상사 (무역회사)"
JLPT N2,上昇,じょうしょう,"① 상승","① 상승"
JLPT N2,生じる,しょうじる,"① 생기다,돋게 하다","① 생기다,돋게 하다"
JLPT N2,少数,しょうすう,"① 소수","① 소수"
JLPT N2,生ずる,しょうずる,"① 생기다,생겨나다 (=동의어生<しょう>じる)","① 생기다,생겨나다 (=동의어生<しょう>じる)"
JLPT N2,情勢·状勢,じょうせい,"① 정세,형세","① 정세,형세"
JLPT N2,状態,じょうたい,"① 상태","① 상태"
JLPT N2,上達,じょうたつ,"① 기능·실력이 향상됨","① 기능·실력이 향상됨"
JLPT N2,承知,しょうち,"① 알아들음\n② 동의,승낙\n③ 용서","① 알아들음\n② 동의,승낙\n③ 용서"
JLPT N2,象徴,しょうちょう,"① 상징,표상","① 상징,표상"
JLPT N2,上等,じょうとう,"① 고급,훌륭함","① 고급,훌륭함"
JLPT N2,消毒,しょうどく,"① 소독","① 소독"
JLPT N2,衝突,しょうとつ,"① 충돌","① 충돌"
JLPT N2,勝敗,しょうはい,"① 승패 (=동의어かちまけ)","① 승패 (=동의어かちまけ)"
JLPT N2,蒸発,じょうはつ,"① 증발\n② 액체 표면의 기화 현상","① 증발\n② 액체 표면의 기화 현상"
JLPT N2,勝負,しょうぶ,"① 승부,이김과 짐","① 승부,이김과 짐"
JLPT N2,小便,しょうべん,"① 소변","① 소변"
JLPT N2,正味,しょうみ,"① 물건의 겉껍질을 뺀 내용물\n② 전체의 무게에서 포장이나 그릇 무게 따위를 뺀, 순수한 내용물만의 무게\n③ 실질적으로","① 물건의 겉껍질을 뺀 내용물\n② 전체의 무게에서 포장이나 그릇 무게 따위를 뺀, 순수한 내용물만의 무게\n③ 실질적으로"
JLPT N2,消耗,しょうもう,"① 소모\n② 지침,피곤해서 맥이 풀림","① 소모\n② 지침,피곤해서 맥이 풀림"
JLPT N2,省略,しょうりゃく,"① 생략,생략하다","① 생략,생략하다"
JLPT N2,女王,じょおう,"① 여왕,왕후","① 여왕,왕후"
JLPT N2,助教授,じょきょうじゅ,"① 조교수","① 조교수"
JLPT N2,職,しょく,"① 직업,일자리\n② 직무,직책","① 직업,일자리\n② 직무,직책"
JLPT N2,食塩,しょくえん,"① 식염,소금","① 식염,소금"
JLPT N2,食卓,しょくたく,"① 식탁","① 식탁"
JLPT N2,職人,しょくにん,"① 장인,기술자","① 장인,기술자"
JLPT N2,食物,しょくもつ,"① 식품,음식물","① 식품,음식물"
JLPT N2,食料,しょくりょう,"① 식량,요리 재료","① 식량,요리 재료"
JLPT N2,書斎,しょさい,"① 서재","① 서재"
JLPT N2,助手,じょしゅ,"① 조수,조교","① 조수,조교"
JLPT N2,初旬,しょじゅん,"① 초순,상순","① 초순,상순"
JLPT N2,書籍,しょせき,"① 서적,책","① 서적,책"
JLPT N2,書道,しょどう,"① 서도,서예 (=동의어習字<しゅうじ>)","① 서도,서예 (=동의어習字<しゅうじ>)"
JLPT N2,初歩,しょほ,"① 초보,첫걸음,초심","① 초보,첫걸음,초심"
JLPT N2,署名,しょめい,"① 서명 (=동의어サイン)","① 서명 (=동의어サイン)"
JLPT N2,書物,しょもつ,"① 서책,책,도서 (=동의어本<ほん>·書籍<しょせき>)","① 서책,책,도서 (=동의어本<ほん>·書籍<しょせき>)"
JLPT N2,処理,しょり,"① 처리,조처,처분 (=동의어処置<しょち>)","① 처리,조처,처분 (=동의어処置<しょち>)"
JLPT N2,白髪,しらが,"① 백발,흰머리,사치","① 백발,흰머리,사치"
JLPT N2,尻·臀·後,しり,"① 궁둥이,엉덩이\n② 뒤,끝 부분","① 궁둥이,엉덩이\n② 뒤,끝 부분"
JLPT N2,シリーズ,series,"① 시리즈\n② TV 프로·영화·소설 따위의 연속물","① 시리즈\n② TV 프로·영화·소설 따위의 연속물"
JLPT N2,白,しろ,"① 백,흰","① 백,흰"
JLPT N2,素人,しろうと,"① 초심자,풋내기\n② 아마추어","① 초심자,풋내기\n② 아마추어"
JLPT N2,皺·皴,しわ,"① 주름,구김살","① 주름,구김살"
JLPT N2,心,しん,"① 마음,본심\n② 심,심지\n③ 중심","① 마음,본심\n② 심,심지\n③ 중심"
JLPT N2,真空,しんくう,"① 진공","① 진공"
JLPT N2,神経,しんけい,"① 신경","① 신경"
JLPT N2,真剣,しんけん,"① 진심,진지\n② 진검,진짜 칼","① 진심,진지\n② 진검,진짜 칼"
JLPT N2,信仰,しんこう,"① 신앙","① 신앙"
JLPT N2,申告,しんこく,"① 신고,관청 따위에 알림","① 신고,관청 따위에 알림"
JLPT N2,人事,じんじ,"① 인사 (회사 부서)\n② 사람이 할 수 있는 일\n③ 인간사","① 인사 (회사 부서)\n② 사람이 할 수 있는 일\n③ 인간사"
JLPT N2,心身·身心,しんしん,"① 심신","① 심신"
JLPT N2,信心,しんじん,"① 신심,믿음\n② 신불에게 기원함","① 신심,믿음\n② 신불에게 기원함"
JLPT N2,信ずる,しんずる,"① 믿다\n② 신용하다","① 믿다\n② 신용하다"
JLPT N2,新鮮,しんせん,"① 신선","① 신선"
JLPT N2,心臓,しんぞう,"① 심장","① 심장"
JLPT N2,人造,じんぞう,"① 인조,인공 (↔반의어天然<てんねん>)","① 인조,인공 (↔반의어天然<てんねん>)"
JLPT N2,身体,しんたい,"① 신체,몸 (=동의어からだ)","① 신체,몸 (=동의어からだ)"
JLPT N2,寝台,しんだい,"① 침대 (=동의어ベッド)","① 침대 (=동의어ベッド)"
JLPT N2,診断,しんだん,"① 진단 (=동의어見立<みた>て)","① 진단 (=동의어見立<みた>て)"
JLPT N2,侵入,しんにゅう,"① 침입","① 침입"
JLPT N2,審判,しんぱん,"① 심판","① 심판"
JLPT N2,人物,じんぶつ,"① 인물,인품,인재","① 인물,인품,인재"
JLPT N2,人命,じんめい,"① 인명","① 인명"
JLPT N2,信用,しんよう,"① 신용,신용하다","① 신용,신용하다"
JLPT N2,信頼,しんらい,"① 신뢰","① 신뢰"
JLPT N2,森林,しんりん,"① 삼림 (=동의어森<もり>·林<はやし>)","① 삼림 (=동의어森<もり>·林<はやし>)"
JLPT N2,人類,じんるい,"① 인류","① 인류"
JLPT N2,針路,しんろ,"① 침로,나아갈 길 (=동의어コース)","① 침로,나아갈 길 (=동의어コース)"
JLPT N2,水産,すいさん,"① 수산","① 수산"
JLPT N2,炊事,すいじ,"① 취사","① 취사"
JLPT N2,水準,すいじゅん,"① 수준","① 수준"
JLPT N2,水蒸気,すいじょうき,"① 수증기,김 (=동의어ゆげ)","① 수증기,김 (=동의어ゆげ)"
JLPT N2,推薦,すいせん,"① 추천","① 추천"
JLPT N2,水素,すいそ,"① 수소","① 수소"
JLPT N2,垂直,すいちょく,"① 수직 (↔반의어水平<すいへい>)","① 수직 (↔반의어水平<すいへい>)"
JLPT N2,スイッチ,switch,"① 스위치,개폐기\n② 전환하다,바꾸다","① 스위치,개폐기\n② 전환하다,바꾸다"
JLPT N2,推定,すいてい,"① 추정","① 추정"
JLPT N2,水筒,すいとう,"① 수통,물통","① 수통,물통"
JLPT N2,随筆,ずいひつ,"① 수필,에세이 (=동의어エッセー)","① 수필,에세이 (=동의어エッセー)"
JLPT N2,水分,すいぶん,"① 수분,물기 (=동의어みずけ)","① 수분,물기 (=동의어みずけ)"
JLPT N2,水平,すいへい,"① 수평 (↔반의어垂直<すいちょく>)","① 수평 (↔반의어垂直<すいちょく>)"
JLPT N2,水面,すいめん,"① 수면,물 표면","① 수면,물 표면"
JLPT N2,水曜,すいよう,"① 수요(일)","① 수요(일)"
JLPT N2,数字,すうじ,"① 숫자,몇 자","① 숫자,몇 자"
JLPT N2,スープ,soup,"① 수프","① 수프"
JLPT N2,末,すえ,"① 끝,마지막 (사물,기간)","① 끝,마지막 (사물,기간)"
JLPT N2,図鑑,ずかん,"① 도감","① 도감"
JLPT N2,杉·椙,すぎ,"① 삼나무","① 삼나무"
JLPT N2,スキー,ski,"① 스키","① 스키"
JLPT N2,好き好き,すきずき,"① 각자 기호 (취향)이 다름","① 각자 기호 (취향)이 다름"
JLPT N2,透き通る·透き徹る,すきとおる,"① 비쳐보이다,투명하다\n② 사이를 통해서 가다","① 비쳐보이다,투명하다\n② 사이를 통해서 가다"
JLPT N2,透き間·空き間·隙間,すきま,"① 틈\n② 겨를,짬","① 틈\n② 겨를,짬"
JLPT N2,救う,すくう,"① 구원하다,구제하다\n② 살리다","① 구원하다,구제하다\n② 살리다"
JLPT N2,優れる·勝れる·傑れる·秀れる,すぐれる,"① 뛰어나다,우수하다,훌륭하다","① 뛰어나다,우수하다,훌륭하다"
JLPT N2,図形,ずけい,"① 도형,그림","① 도형,그림"
JLPT N2,筋,すじ,"① 이야기의 줄거리\n② 줄기,힘줄 (근육)\n③ 혈통","① 이야기의 줄거리\n② 줄기,힘줄 (근육)\n③ 혈통"
JLPT N2,鈴,すず,"① 방울","① 방울"
JLPT N2,涼む,すずむ,"① 시원한 바람을 쐬다,더위를 식히다","① 시원한 바람을 쐬다,더위를 식히다"
JLPT N2,スター,star,"① 스타,인기인","① 스타,인기인"
JLPT N2,スタート,start,"① 스타트,출발","① 스타트,출발"
JLPT N2,スタンド,stand,"① 스탠드\n② 매장\n③ 계단식 관람석","① 스탠드\n② 매장\n③ 계단식 관람석"
JLPT N2,スチュワーデス,stewardess,"① 스튜어디스,승무원","① 스튜어디스,승무원"
JLPT N2,頭痛,ずつう,"① 두통","① 두통"
JLPT N2,すっきり,すっきり,"① 산뜻함,말끔함,상쾌함","① 산뜻함,말끔함,상쾌함"
JLPT N2,すっと,すっと,"① 쑥,쓱\n② 후련함,상쾌함","① 쑥,쓱\n② 후련함,상쾌함"
JLPT N2,酸っぱい,すっぱい,"① 시다,시큼하다","① 시다,시큼하다"
JLPT N2,ステージ,stage,"① 스테이지,무대,연단","① 스테이지,무대,연단"
JLPT N2,ストッキング,stocking,"① 스타킹","① 스타킹"
JLPT N2,すなわち,すなわち,"① 즉,곧","① 즉,곧"
JLPT N2,頭脳,ずのう,"① 두뇌,머리\n② 판단력,지력","① 두뇌,머리\n② 판단력,지력"
JLPT N2,図表,ずひょう,"① 도표,그래프 (=동의어グラフ)","① 도표,그래프 (=동의어グラフ)"
JLPT N2,スマート,smart,"① 말쑥함,멋스러움\n② 똑똑함,재치있음","① 말쑥함,멋스러움\n② 똑똑함,재치있음"
JLPT N2,すまない·済まない,すまない,"① 미안하다","① 미안하다"
JLPT N2,相撲·角力,すもう,"① 스모,씨름","① 스모,씨름"
